"Date","Site","Plot","Quadrat","In.out.quadrats","In.out.transects","Species","Number.of.plants","Number.of.flowers.1","Number.of.flowers.2","Number.of.flowers.3","Number.of.flowers.4","Number.of.flowers.5","Number.of.flowers.6","Number.of.flowers.7","Number.of.flowers.8","Number.of.flowers.9","Number.of.flowers.10","Notes","year"
2019-07-19,"Waterfall",6,NA,"out","in","Dasiphora frusticosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-07-19,"Waterfall",6,NA,"out","in","Collomia linearis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-07-19,"Waterfall",6,NA,"out","in","Vicia americana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-07-19,"Waterfall",4,"A","in","in","Potentilla pulcherrima",19,2,1,1,1,1,1,1,1,1,1,"",2019
2019-07-19,"Waterfall",4,"A","in","in","Delphinium nuttallianum",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-07-19,"Waterfall",4,"B","in","in","Potentilla pulcherrima",11,1,1,1,1,1,1,1,1,1,1,"",2019
2019-07-19,"Waterfall",4,"B","in","in","Boechera stricta",2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-07-19,"Waterfall",4,"C","in","in","Potentilla pulcherrima",7,1,1,1,1,1,1,1,NA,NA,NA,"",2019
2019-07-19,"Waterfall",4,"D","in","in","Potentilla pulcherrima",11,1,1,1,1,1,1,1,1,1,1,"",2019
2019-07-19,"Waterfall",4,"D","in","in","Delphinium nuttallianum",3,1,1,1,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-07-19,"Waterfall",4,"D","in","in","Lathyrus leucanthus",5,2,2,2,1,3,NA,NA,NA,NA,NA,"",2019
2019-07-19,"Waterfall",4,NA,"out","in","Fragaria virginiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-07-19,"Waterfall",4,NA,"out","in","Pseudocymopterus montanus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-07-19,"Waterfall",NA,NA,"out","out","Mertensia ciliata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-07-19,"Waterfall",NA,NA,"out","out","Ligusticum porteri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-07-21,"401 Trail",1,"a","in","in","Potentilla pulcherrima",19,2,2,2,1,1,1,1,1,1,1,"",2019
2019-07-21,"401 Trail",1,"b","in","in","Potentilla pulcherrima",19,2,2,2,1,1,1,1,1,1,1,"",2019
2019-07-21,"401 Trail",1,"b","in","in","Vicia americana",3,3,2,1,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-07-21,"401 Trail",1,"c","in","in","Potentilla pulcherrima",27,2,2,1,1,1,1,1,1,1,1,"",2019
2019-07-21,"401 Trail",1,"d","in","in","Potentilla pulcherrima",39,3,2,2,2,1,1,1,1,1,1,"",2019
2019-07-21,"401 Trail",1,NA,"out","in","Lathyrus leucanthus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-07-21,"401 Trail",1,NA,"out","in","Hydrophyllum fendleri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-07-21,"401 Trail",1,NA,"out","in","Ligusticum porteri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-07-21,"401 Trail",2,"a","in","in","Potentilla pulcherrima",21,1,2,2,1,1,1,1,1,1,1,"",2019
2019-07-21,"401 Trail",2,"a","in","in","Pseudocymopterus montanus",2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-07-21,"401 Trail",2,"b","in","in","Potentilla pulcherrima",40,2,2,2,1,1,1,1,1,1,1,"",2019
2019-07-21,"401 Trail",2,"c","in","in","Potentilla pulcherrima",20,4,2,1,1,1,1,1,1,1,1,"",2019
2019-07-21,"401 Trail",2,"d","in","in","Potentilla pulcherrima",18,3,2,1,1,1,1,1,1,1,1,"",2019
2019-07-21,"401 Trail",2,"d","in","in","Adenolinum lewisii",9,1,1,1,1,1,1,1,1,1,NA,"",2019
2019-07-21,"401 Trail",2,"d","out","in","Dugaldia hoopsii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-07-21,"401 Trail",5,"a","in","in","Potentilla pulcherrima",25,4,3,4,2,2,1,1,1,1,1,"",2019
2019-07-21,"401 Trail",5,"b","in","in","Potentilla pulcherrima",24,3,2,2,1,1,1,1,1,1,1,"",2019
2019-07-21,"401 Trail",5,"c","in","in","Potentilla pulcherrima",39,3,2,2,2,2,2,1,1,1,1,"",2019
2019-07-21,"401 Trail",5,"d","in","in","Potentilla pulcherrima",29,3,2,1,1,3,2,1,2,1,3,"",2019
2019-07-21,"401 Trail",6,"a","in","in","Potentilla pulcherrima",20,2,2,3,2,3,1,1,1,2,1,"",2019
2019-07-21,"401 Trail",6,"a","in","in","Pseudocymopterus montanus",2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-07-21,"401 Trail",6,"b","in","in","Helianthella quinquenervis ",6,1,1,1,1,1,1,NA,NA,NA,NA,"",2019
2019-07-21,"401 Trail",6,"b","in","in","Potentilla pulcherrima",22,2,1,2,1,2,2,1,2,1,1,"",2019
2019-07-21,"401 Trail",6,"c","in","in","Lupinus argenteus",6,4,2,2,1,2,1,NA,NA,NA,NA,"",2019
2019-07-21,"401 Trail",6,"c","in","in","Potentilla pulcherrima",29,1,1,1,3,3,3,2,1,1,2,"",2019
2019-07-21,"401 Trail",6,"c","in","in","Lathyrus leucanthus",4,1,1,1,1,NA,NA,NA,NA,NA,NA,"",2019
2019-07-21,"401 Trail",6,"d","in","in","Potentilla pulcherrima",22,3,1,2,1,3,3,1,1,1,1,"",2019
2019-07-21,"401 Trail",6,"d","out","in","Vicia americana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-07-21,"401 Trail",3,"a","in","in","Delphinium nuttallianum",4,8,13,4,2,NA,NA,NA,NA,NA,NA,"",2019
2019-07-21,"401 Trail",3,"a","in","in","Potentilla pulcherrima",13,3,3,3,2,2,1,1,1,1,1,"",2019
2019-07-21,"401 Trail",3,"b","in","in","Potentilla pulcherrima",35,3,4,3,3,2,2,2,2,1,1,"",2019
2019-07-21,"401 Trail",3,"c","in","in","Potentilla pulcherrima",30,2,2,2,3,2,2,1,1,1,1,"",2019
2019-07-21,"401 Trail",3,"c","in","in","Delphinium nuttallianum",2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-07-21,"401 Trail",3,"d","in","in","Potentilla pulcherrima",35,2,2,2,3,2,2,1,1,2,1,"",2019
2019-07-21,"401 Trail",3,"d","out","in","Ligusticum porteri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-07-21,"401 Trail",4,"a","in","in","Potentilla pulcherrima",40,4,3,3,2,2,2,2,2,1,1,"",2019
2019-07-21,"401 Trail",4,"b","in","in","Potentilla pulcherrima",30,3,3,2,2,2,2,1,1,1,1,"",2019
2019-07-21,"401 Trail",4,"c","in","in","Potentilla pulcherrima",12,2,2,3,1,1,1,1,1,1,1,"",2019
2019-07-21,"401 Trail",4,"d","in","in","Potentilla pulcherrima",14,2,2,2,2,1,1,1,1,1,1,"",2019
2019-07-21,"401 Trail",4,NA,"out","in","Senecio integerrimus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-07-21,"401 Trail",4,NA,"out","in","Vicia americana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-07-21,"401 Trail",4,NA,"out","in","Lathyrus leucanthus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-07-21,"401 Trail",4,NA,"out","out","Erigeron flagellaris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-07-21,"401 Trail",4,NA,"out","out","Mertensia ciliata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-07-21,"401 Trail",4,NA,"out","out","Ipomopsis aggregata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-07-21,"401 Trail",4,NA,"out","out","Frasera speciosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-07-21,"Bean",1,"a","in","in","Potentilla pulcherrima",9,1,1,1,1,1,1,1,1,1,NA,"",2019
2019-07-21,"Bean",1,"b","in","in","Potentilla pulcherrima",2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-07-21,"Bean",1,"b","in","in","Vicia americana",1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-07-21,"Bean",1,"c","in","in","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-07-21,"Bean",1,"d","in","in","Lathyrus leucanthus",4,2,1,1,1,NA,NA,NA,NA,NA,NA,"",2019
2019-07-21,"Bean",1,"d","in","in","Ligusticum porteri",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-07-21,"Bean",3,"d","in","in","Potentilla pulcherrima",19,1,1,1,1,1,1,1,1,1,1,"",2019
2019-07-21,"Bean",3,"c","in","in","Potentilla pulcherrima",2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-07-21,"Bean",3,"c","in","in","Senecio integerrimus",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-07-21,"Bean",3,"b","in","in","Potentilla pulcherrima",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-07-21,"Bean",3,"a","in","in","Ipomopsis aggregata",1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-07-21,"Bean",3,NA,"out","in","Ligusticum porteri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-07-21,"Bean",3,NA,"out","in","Vicia americana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-07-21,"Bean",3,NA,"out","in","Lathyrus leucanthus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-07-21,"Bean",6,"a","in","in","Vicia americana",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-07-21,"Bean",6,"b","in","in","Ligusticum porteri",8,1,1,1,2,1,1,1,1,NA,NA,"",2019
2019-07-21,"Bean",6,"c","in","in","Ligusticum porteri",1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-07-21,"Bean",6,"d","in","in","Helianthella quinquenervis ",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-07-21,"Bean",6,NA,"out","in","Potentilla pulcherrima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-07-21,"Bean",6,NA,"out","in","Lathyrus leucanthus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-07-21,"Bean",6,NA,"out","in","Collomia linearis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-07-21,"Bean",5,"d","in","in","Potentilla pulcherrima",5,1,1,1,1,2,NA,NA,NA,NA,NA,"",2019
2019-07-21,"Bean",5,"c","in","in","Adenolinum lewisii",2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-07-21,"Bean",5,"c","in","in","Lathyrus leucanthus",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-07-21,"Bean",5,"c","in","in","Potentilla pulcherrima",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-07-21,"Bean",5,"b","in","in","Potentilla pulcherrima",5,1,1,2,1,1,NA,NA,NA,NA,NA,"",2019
2019-07-21,"Bean",5,"a","in","in","Adenolinum lewisii",7,1,1,1,1,1,1,1,NA,NA,NA,"",2019
2019-07-21,"Bean",5,"a","in","in","Potentilla pulcherrima",3,1,1,1,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-07-21,"Bean",5,NA,"out","in","Vicia americana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-07-21,"Bean",2,"d","in","in","Adenolinum lewisii",3,1,2,1,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-07-21,"Bean",2,"d","in","in","Potentilla pulcherrima",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-07-21,"Bean",2,"c","in","in","Potentilla pulcherrima",8,1,1,1,1,1,1,1,1,NA,NA,"",2019
2019-07-21,"Bean",2,"c","in","in","Adenolinum lewisii",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-07-21,"Bean",2,"b","in","in","Potentilla pulcherrima",3,1,1,1,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-07-21,"Bean",2,"a","in","in","Adenolinum lewisii",4,1,1,1,1,NA,NA,NA,NA,NA,NA,"",2019
2019-07-21,"Bean",2,"a","in","in","Lathyrus leucanthus",2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-07-21,"Bean",2,"a","in","in","Potentilla pulcherrima",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-07-21,"Bean",2,NA,"out","in","Ipomopsis aggregata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-07-21,"Bean",2,NA,"out","in","Taraxacum officinale",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-07-21,"Bean",4,"a","in","in","Vicia americana",2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-07-21,"Bean",4,"a","in","in","Ligusticum porteri",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-07-21,"Bean",4,"b","in","in","Eriogonum umbellatum",26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-07-21,"Bean",4,"c","in","in","Eriogonum umbellatum",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-07-21,"Bean",4,"d","in","in","Senecio integerrimus",6,1,1,1,1,1,1,NA,NA,NA,NA,"",2019
2019-07-21,"Bean",4,NA,"out","in","Potentilla pulcherrima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-07-21,"Bean",4,NA,"out","in","Ipomopsis aggregata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-07-22,"Waterfall",2,"a","in","in","Potentilla pulcherrima",16,3,2,1,2,1,1,1,2,2,1,"",2019
2019-07-22,"Waterfall",2,"a","in","in","Lathyrus leucanthus",7,2,1,2,1,3,2,1,NA,NA,NA,"",2019
2019-07-22,"Waterfall",2,"a","in","in","Collomia linearis",4,1,1,2,1,NA,NA,NA,NA,NA,NA,"",2019
2019-07-22,"Waterfall",2,"b","in","in","Potentilla pulcherrima",20,2,2,2,1,1,1,1,3,1,1,"",2019
2019-07-22,"Waterfall",2,"b","in","in","Taraxacum officinale",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-07-22,"Waterfall",2,"b","in","in","Lathyrus leucanthus",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-07-22,"Waterfall",2,"c","in","in","Potentilla pulcherrima",17,2,2,1,2,1,1,1,1,1,1,"",2019
2019-07-22,"Waterfall",2,"d","in","in","Potentilla pulcherrima",13,2,2,2,1,1,1,1,1,1,1,"",2019
2019-07-22,"Waterfall",2,NA,"out","in","Adenolinum lewisii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-07-22,"Waterfall",2,NA,"out","in","Ipomopsis aggregata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-07-22,"Waterfall",2,NA,"out","in","Dasiphora fruticosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-07-22,"Waterfall",2,NA,"out","in","Dugaldia hoopsii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-07-22,"Waterfall",2,NA,"out","in","Helianthella quinquenervis ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-07-22,"Waterfall",1,"a","in","in","Potentilla pulcherrima",13,1,1,1,1,1,1,1,1,1,1,"",2019
2019-07-22,"Waterfall",1,"a","in","in","Adenolinum lewisii",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-07-22,"Waterfall",1,"a","in","in","Lathyrus leucanthus",2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-07-22,"Waterfall",1,"b","in","in","Potentilla pulcherrima",11,1,1,1,1,1,1,1,1,1,1,"",2019
2019-07-22,"Waterfall",1,"b","in","in","Adenolinum lewisii",6,1,1,1,1,1,1,NA,NA,NA,NA,"",2019
2019-07-22,"Waterfall",1,"b","in","in","Lathyrus leucanthus",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-07-22,"Waterfall",1,"c","in","in","Potentilla pulcherrima",8,1,1,1,1,1,1,1,1,NA,NA,"",2019
2019-07-22,"Waterfall",1,"c","in","in","Delphinium nuttallianum",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-07-22,"Waterfall",1,"c","in","in","Lathyrus leucanthus",1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-07-22,"Waterfall",1,"d","in","in","Potentilla pulcherrima",8,1,1,1,1,1,1,1,1,NA,NA,"",2019
2019-07-22,"Waterfall",1,"d","in","in","Ipomopsis aggregata",1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-07-22,"Waterfall",1,NA,"out","in","Pseudocymopterus montanus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-07-22,"Waterfall",1,NA,"out","in","Vicia americana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-07-22,"Waterfall",5,"a","in","in","Potentilla pulcherrima",20,3,2,2,1,1,2,4,1,1,1,"",2019
2019-07-22,"Waterfall",5,"b","in","in","Potentilla pulcherrima",19,2,2,3,3,1,1,1,2,1,1,"",2019
2019-07-22,"Waterfall",5,"c","in","in","Potentilla pulcherrima",24,3,1,1,3,1,1,2,2,2,3,"",2019
2019-07-22,"Waterfall",5,"d","in","in","Potentilla pulcherrima",14,1,1,1,3,1,2,1,1,1,1,"",2019
2019-07-22,"Waterfall",5,NA,"out","in","Ligusticum porteri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-07-22,"Waterfall",5,NA,"out","in","Adenolinum lewisii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-07-22,"Waterfall",5,NA,"out","in","Lathyrus leucanthus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-07-22,"Waterfall",3,"a","in","in","Potentilla pulcherrima",9,2,1,1,1,1,1,1,1,1,NA,"",2019
2019-07-22,"Waterfall",3,"a","in","in","Collomia linearis",7,5,3,2,7,2,1,1,NA,NA,NA,"",2019
2019-07-22,"Waterfall",3,"b","in","in","Potentilla pulcherrima",9,3,2,1,1,1,1,1,1,1,NA,"",2019
2019-07-22,"Waterfall",3,"b","in","in","Pseudocymopterus montanus",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-07-22,"Waterfall",3,"c","in","in","Collomia linearis",2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-07-22,"Waterfall",3,"d","in","in","Potentilla pulcherrima",5,3,3,1,1,1,NA,NA,NA,NA,NA,"",2019
2019-07-22,"Waterfall",3,NA,"out","in","Helianthella quinquenervis ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-07-22,"Waterfall",3,NA,"out","in","Achillea millefolium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-07-22,"Waterfall",3,NA,"out","in","Lathyrus leucanthus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-07-22,"Waterfall",6,"a","in","in","Dasiphora fruticosa",2,12,4,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-07-22,"Waterfall",6,"a","in","in","Potentilla pulcherrima",21,2,3,1,1,1,3,4,2,1,1,"",2019
2019-07-22,"Waterfall",6,"b","in","in","Potentilla pulcherrima",23,2,2,1,1,2,2,2,3,1,2,"",2019
2019-07-22,"Waterfall",6,"c","in","in","Potentilla pulcherrima",20,3,1,1,3,6,1,3,2,1,1,"",2019
2019-07-22,"Waterfall",6,"d","in","in","Dasiphora fruticosa",1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-07-22,"Waterfall",6,"d","in","in","Potentilla pulcherrima",8,3,1,2,1,2,1,1,3,NA,NA,"",2019
2019-07-22,"Waterfall",6,NA,"out","in","Eriogonum umbellatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-07-22,"Waterfall",6,NA,"out","in","Lathyrus leucanthus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-07-22,"Waterfall",6,NA,"out","in","Delphinium nuttallianum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-07-22,"Waterfall",4,"d","in","in","Potentilla pulcherrima",11,2,2,1,1,1,1,1,1,1,1,"",2019
2019-07-22,"Waterfall",4,"d","in","in","Lathyrus leucanthus",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-07-22,"Waterfall",4,"d","in","in","Erigeron flagellaris",2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-07-22,"Waterfall",4,"c","in","in","Potentilla pulcherrima",3,2,1,1,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-07-22,"Waterfall",4,"c","in","in","Valeriana edulis",5,3,4,4,4,4,NA,NA,NA,NA,NA,"",2019
2019-07-22,"Waterfall",4,"c","in","in","Lathyrus leucanthus",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-07-22,"Waterfall",4,"b","in","in","Senecio integerrimus",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-07-22,"Waterfall",4,"b","in","in","Potentilla pulcherrima",2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-07-22,"Waterfall",4,"b","in","in","Lathyrus leucanthus",4,2,3,3,1,NA,NA,NA,NA,NA,NA,"",2019
2019-07-22,"Waterfall",4,"a","in","in","Lathyrus leucanthus",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-07-22,"Waterfall",4,NA,"out","in","Delphinium barbeyi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-07-22,"Waterfall",4,NA,"out","in","Aconitum columbianum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-07-22,"Waterfall",4,NA,"out","in","Vicia americana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-07-23,"401 Trail",6,"a","in","in","Potentilla pulcherrima",36,1,2,1,1,2,2,3,1,1,2,"",2019
2019-07-23,"401 Trail",6,"a","in","in","Lathyrus leucanthus",5,2,4,2,4,1,NA,NA,NA,NA,NA,"",2019
2019-07-23,"401 Trail",6,"b","in","in","Potentilla pulcherrima",35,4,4,3,1,1,1,3,2,2,2,"",2019
2019-07-23,"401 Trail",6,"b","in","in","Lathyrus leucanthus",4,1,2,2,2,NA,NA,NA,NA,NA,NA,"",2019
2019-07-23,"401 Trail",6,"c","in","in","Potentilla pulcherrima",29,2,3,2,4,2,3,2,2,1,3,"",2019
2019-07-23,"401 Trail",6,"c","in","in","Lathyrus leucanthus",4,2,1,1,1,NA,NA,NA,NA,NA,NA,"",2019
2019-07-23,"401 Trail",6,"d","in","in","Potentilla pulcherrima",30,1,1,1,3,1,2,1,2,4,4,"",2019
2019-07-23,"401 Trail",6,"d","in","in","Lathyrus leucanthus",3,1,2,1,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-07-23,"401 Trail",6,NA,"out","in","Vicia americana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-07-23,"401 Trail",6,NA,"out","in","Erigeron elatior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-07-23,"401 Trail",4,"a","in","in","Potentilla pulcherrima",21,1,1,1,1,2,1,1,3,1,1,"",2019
2019-07-23,"401 Trail",4,"b","in","in","Potentilla pulcherrima",27,2,2,1,1,1,1,1,2,1,1,"",2019
2019-07-23,"401 Trail",4,"c","in","in","Potentilla pulcherrima",37,1,1,1,1,2,2,3,1,2,3,"",2019
2019-07-23,"401 Trail",4,"c","in","in","Collomia linearis",2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-07-23,"401 Trail",4,"d","in","in","Potentilla pulcherrima",18,2,2,2,1,2,1,1,1,1,1,"",2019
2019-07-23,"401 Trail",4,"d","in","in","Geranium richardsonii",9,2,1,1,1,1,1,1,1,1,NA,"",2019
2019-07-23,"401 Trail",4,NA,"out","in","Heracleum maximum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-07-23,"401 Trail",4,NA,"out","in","Vicia americana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-07-23,"401 Trail",4,NA,"out","in","Lathyrus leucanthus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-07-23,"401 Trail",4,NA,"out","in","Delphinium barbeyi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-07-23,"401 Trail",3,"a","in","in","Potentilla pulcherrima",13,4,2,2,1,1,1,4,1,1,2,"",2019
2019-07-23,"401 Trail",3,"a","in","in","Collomia linearis",20,2,3,1,2,2,3,3,2,1,1,"",2019
2019-07-23,"401 Trail",3,"b","in","in","Potentilla pulcherrima",13,2,2,1,2,1,1,1,1,2,1,"",2019
2019-07-23,"401 Trail",3,"b","in","in","Lathyrus leucanthus",6,2,1,2,3,1,1,NA,NA,NA,NA,"",2019
2019-07-23,"401 Trail",3,"c","in","in","Potentilla pulcherrima",22,4,1,1,2,2,2,4,1,1,1,"",2019
2019-07-23,"401 Trail",3,"c","in","in","Lathyrus leucanthus",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-07-23,"401 Trail",3,"d","in","in","Potentilla pulcherrima",6,1,1,1,1,1,1,NA,NA,NA,NA,"",2019
2019-07-23,"401 Trail",3,"d","in","in","Lathyrus leucanthus",3,2,1,1,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-07-23,"401 Trail",3,NA,"out","in","Vicia americana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-07-23,"401 Trail",3,NA,"out","in","Geranium richardsonii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-07-23,"401 Trail",3,NA,"out","in","Helianthella quinquenervis ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-07-23,"401 Trail",3,NA,"out","in","Ligusticum porteri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-07-23,"401 Trail",5,"a","in","in","Vicia americana",1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-07-23,"401 Trail",5,"a","in","in","Potentilla pulcherrima",20,1,1,1,2,1,3,1,2,1,1,"",2019
2019-07-23,"401 Trail",5,"b","in","in","Potentilla pulcherrima",29,1,1,1,1,3,1,1,1,3,1,"",2019
